name,intro
com.tencent.mm.crash.CrashUploaderService,
com.tencent.mm.modelfriend.AddrBookObserver$AddrBookService,
com.tencent.mm.plugin.accountsync.model.AccountAuthenticatorService,
com.tencent.mm.plugin.accountsync.model.ContactsSyncService,
com.tencent.mm.plugin.accountsync.ui.ShareToFacebookRedirectUI,
com.tencent.mm.plugin.appbrand.task.AppBrandTaskPreloadReceiver,
com.tencent.mm.plugin.appbrand.task.AppBrandTaskPreloadReceiver1,
com.tencent.mm.plugin.appbrand.task.AppBrandTaskPreloadReceiver2,
com.tencent.mm.plugin.appbrand.task.AppBrandTaskPreloadReceiver3,
com.tencent.mm.plugin.appbrand.task.AppBrandTaskPreloadReceiver4,
com.tencent.mm.plugin.backup.backuppcmodel.BackupPcService,
com.tencent.mm.plugin.backup.bakoldlogic.bakoldmodel.BakOldUSBService,
com.tencent.mm.plugin.backup.bakoldlogic.bakoldmovemodel.MoveService,
com.tencent.mm.plugin.backup.bakoldlogic.bakoldpcmodel.BakchatPcUsbService,
com.tencent.mm.plugin.exdevice.ui.ExdeviceConnectWifiUI,
com.tencent.mm.plugin.facedetect.service.FaceDetectProcessService,
com.tencent.mm.plugin.facedetect.service.FaceUploadVideoService,
com.tencent.mm.plugin.freewifi.ui.FreeWifiActivateAuthStateUI,
com.tencent.mm.plugin.freewifi.ui.FreeWifiAuthStateUI,
com.tencent.mm.plugin.freewifi.ui.FreeWifiCopyPwdUI,
com.tencent.mm.plugin.freewifi.ui.FreeWifiEntryUI,
com.tencent.mm.plugin.freewifi.ui.FreeWifiErrorUI,
com.tencent.mm.plugin.freewifi.ui.FreeWifiFrontPageUI,
com.tencent.mm.plugin.freewifi.ui.FreeWifiIntroductionUI,
com.tencent.mm.plugin.freewifi.ui.FreeWifiMIGNoAuthStateUI,
com.tencent.mm.plugin.freewifi.ui.FreeWifiManufacturerLoadingUI,
com.tencent.mm.plugin.freewifi.ui.FreeWifiNetCheckUI,
com.tencent.mm.plugin.freewifi.ui.FreeWifiNoWifiUI,
com.tencent.mm.plugin.freewifi.ui.FreeWifiOwnerUI,
com.tencent.mm.plugin.freewifi.ui.FreeWifiPcUI,
com.tencent.mm.plugin.freewifi.ui.FreeWifiSuccUI,
com.tencent.mm.plugin.freewifi.ui.FreeWifiSuccWebViewUI,
com.tencent.mm.plugin.freewifi.ui.FreeWifiTestActivity,
