name,intro
com.tencent.mm.plugin.freewifi.ui.FreewifiActivateWeChatNoAuthStateUI,
com.tencent.mm.plugin.freewifi.ui.FreewifiWeChatNoAuthStateUI,
com.tencent.mm.plugin.freewifi.ui.ProtocolThreeOneUI,
com.tencent.mm.plugin.freewifi.ui.ProtocolThreeThreeUI,
com.tencent.mm.plugin.freewifi.ui.ProtocolThreeTwoUI,
com.tencent.mm.plugin.game.gamewebview.ipc.GameWebViewMainProcessService,
com.tencent.mm.plugin.game.gamewebview.ui.GameIpcProxyUI,
com.tencent.mm.plugin.game.gamewebview.ui.GameWebViewUI,
com.tencent.mm.plugin.game.ui.AuthorizedGameListUI,
com.tencent.mm.plugin.game.ui.CreateOrJoinChatroomUI,
com.tencent.mm.plugin.game.ui.GameCategoryUI,
com.tencent.mm.plugin.game.ui.GameCenterUI,
com.tencent.mm.plugin.game.ui.GameCenterUI2,
com.tencent.mm.plugin.game.ui.GameDetailInfoUI,
com.tencent.mm.plugin.game.ui.GameDetailRankLikedUI,
com.tencent.mm.plugin.game.ui.GameDetailRankUI,
com.tencent.mm.plugin.game.ui.GameDetailUI,
com.tencent.mm.plugin.game.ui.GameDetailUI2,
com.tencent.mm.plugin.game.ui.GameDownloadTipsUI,
com.tencent.mm.plugin.game.ui.GameGalleryUI,
com.tencent.mm.plugin.game.ui.GameGestureGalleryUI,
com.tencent.mm.plugin.game.ui.GameIndexUI,
com.tencent.mm.plugin.game.ui.GameLibraryUI,
com.tencent.mm.plugin.game.ui.GameMD5CheckUI,
com.tencent.mm.plugin.game.ui.GameMessageUI,
com.tencent.mm.plugin.game.ui.GameNewIntroductionUI,
com.tencent.mm.plugin.game.ui.GameRankMsgUI,
com.tencent.mm.plugin.game.ui.GameRankUI,
com.tencent.mm.plugin.game.ui.GameRegionSelectUI,
com.tencent.mm.plugin.game.ui.GameSearchUI,
com.tencent.mm.plugin.game.ui.GameSettingsUI,
com.tencent.mm.plugin.qqmail.stub.QQMailStubProxyUI,
com.tencent.mm.plugin.qqmail.ui.AttachDownloadPage,
com.tencent.mm.plugin.qqmail.ui.ComposeUI,
com.tencent.mm.plugin.qqmail.ui.CompressPreviewUI,
com.tencent.mm.plugin.qqmail.ui.MailAddrListUI,
com.tencent.mm.plugin.qqmail.ui.MailAddrProfileUI,
com.tencent.mm.plugin.qqmail.ui.MailImageDownloadUI,
com.tencent.mm.plugin.qqmail.ui.MailWebViewUI,
com.tencent.mm.plugin.qqmail.ui.ReadMailUI,
com.tencent.mm.plugin.shake.shakemedia.ui.ShakeTVDetailUI,
com.tencent.mm.plugin.shake.ui.ShakeItemListUI,
com.tencent.mm.plugin.shake.ui.ShakeMsgListUI,
com.tencent.mm.plugin.shake.ui.ShakeNewYearReportUI,
com.tencent.mm.plugin.shake.ui.ShakePersonalInfoUI,
com.tencent.mm.plugin.shake.ui.ShakeReportUI,
com.tencent.mm.plugin.shake.ui.ShakeSayHiListUI,
com.tencent.mm.plugin.shake.ui.ShakeTvHistoryListUI,
com.tencent.mm.plugin.shake.ui.TVInfoUI,
com.tencent.mm.plugin.sport.service.SportService,
com.tencent.mm.plugin.subapp.jdbiz.JDRemindDialog,
com.tencent.mm.plugin.wear.model.service.WearDataLayerService,
com.tencent.mm.plugin.webview.ui.tools.game.GameChattingRoomWebViewUI,
com.tencent.mm.plugin.webview.ui.tools.game.GameWebViewUI,
com.tencent.mm.plugin.webview.ui.tools.game.H5GameWebViewUI,
com.tencent.mm.sandbox.monitor.CrashUploadAlarmReceiver,
com.tencent.mm.sandbox.updater.AppInstallerUI,
com.tencent.mm.sandbox.updater.AppUpdaterUI,
com.tencent.mm.sandbox.updater.UpdaterService,
com.tencent.mm.ui.account.BindFacebookUI,
com.tencent.mm.ui.account.FacebookAuthUI,
com.tencent.mm.ui.account.FacebookFriendUI,
com.tencent.mm.ui.account.FacebookLoginUI,
com.tencent.mm.ui.account.RegByFacebookSetPwdUI,
com.tencent.mm.ui.bindgooglecontact.BindGoogleContactIntroUI,
com.tencent.mm.ui.bindgooglecontact.BindGoogleContactUI,
com.tencent.mm.ui.bindgooglecontact.GoogleFriendUI,
com.tencent.mm.ui.bindlinkedin.BindLinkedInUI,
com.tencent.mm.ui.friend.InviteFacebookFriendsUI,
com.tencent.recovery.wx.service.WXRecoveryUploadService,
